accel_x_norm,accel_y_norm,accel_z_norm,gyro_mag_norm,activity_state
0.1593,0.6069,0.7849,0.528,Tap_Pattern
0.558,0.52,0.6353,0.1183,Tap_Pattern
0.7816,0.0726,0.0306,0.8029,Tap_Pattern
0.1806,0.4535,0.0775,0.4545,Tap_Pattern
0.0234,0.5947,0.1265,0.9433,Micro_Vibration
0.4316,0.7015,0.9883,0.4546,Micro_Vibration
0.3801,0.3027,0.0787,0.8548,Walking
0.9345,0.9407,0.784,0.3612,Walking
0.9715,0.1178,0.4867,0.2908,Stationary
0.671,0.138,0.2968,0.6021,Stationary
0.0966,0.673,0.8348,0.5514,Walking
0.0919,0.7128,0.4028,0.1378,Walking
0.177,0.1409,0.943,0.3343,Stationary
0.4493,0.8112,0.8816,0.9134,Walking
0.721,0.3664,0.9162,0.1052,Walking
0.681,0.3728,0.8334,0.0454,Tap_Pattern
0.7795,0.1264,0.8449,0.1415,Walking
0.4969,0.0001,0.5745,0.9381,Stationary
0.0634,0.3993,0.9253,0.8985,Tap_Pattern
0.2751,0.0528,0.1717,0.8273,Walking
0.8476,0.47,0.1776,0.163,Walking
0.8874,0.8855,0.28,0.0584,Tap_Pattern
0.5202,0.9453,0.8168,0.1828,Walking
0.7171,0.2404,0.1362,0.4197,Tap_Pattern
0.9416,0.5422,0.9312,0.7724,Stationary
0.4815,0.0589,0.3514,0.5625,Stationary
0.0915,0.5744,0.9747,0.6104,Tap_Pattern
0.8859,0.1092,0.8163,0.0862,Micro_Vibration
0.4274,0.7475,0.0436,0.3627,Tap_Pattern
0.0532,0.5695,0.1996,0.0328,Stationary
0.8097,0.5936,0.6805,0.0046,Tap_Pattern
0.2564,0.7007,0.988,0.0866,Walking
0.5618,0.3272,0.293,0.8107,Micro_Vibration
0.7974,0.5219,0.4132,0.5553,Micro_Vibration
0.8652,0.4121,0.1315,0.2571,Tap_Pattern
0.766,0.4134,0.7327,0.9593,Micro_Vibration
0.9774,0.2022,0.3109,0.5384,Micro_Vibration
0.9017,0.7254,0.0707,0.2578,Stationary
0.1537,0.7747,0.664,0.4033,Micro_Vibration
0.0687,0.8924,0.2133,0.8816,Walking
0.4379,0.524,0.8813,0.242,Micro_Vibration
0.4207,0.0605,0.862,0.979,Tap_Pattern
0.0389,0.4293,0.1938,0.548,Walking
0.891,0.9309,0.5034,0.5472,Micro_Vibration
0.3179,0.2279,0.9211,0.7978,Walking
0.4059,0.1379,0.0474,0.334,Tap_Pattern
0.8163,0.927,0.7047,0.3935,Tap_Pattern
0.6199,0.3524,0.3642,0.3971,Micro_Vibration
0.5646,0.7292,0.0097,0.034,Walking
0.9023,0.3246,0.0425,0.6289,Walking
0.7306,0.6661,0.6001,0.8895,Stationary
0.951,0.9968,0.4627,0.5075,Tap_Pattern
0.0948,0.9863,0.0191,0.3285,Walking
0.7042,0.4452,0.3891,0.6867,Micro_Vibration
0.1682,0.0238,0.7171,0.3709,Micro_Vibration
0.3151,0.9199,0.268,0.9405,Micro_Vibration
0.9982,0.893,0.6669,0.1822,Walking
0.7849,0.9001,0.3573,0.962,Stationary
0.1579,0.4177,0.8125,0.919,Stationary
0.3195,0.3373,0.8628,0.9305,Walking
0.9666,0.6547,0.6864,0.2596,Walking
0.032,0.2825,0.9559,0.4923,Tap_Pattern
0.7042,0.8445,0.4637,0.5507,Walking
0.7083,0.5899,0.3662,0.0281,Micro_Vibration
0.6664,0.8292,0.0481,0.9826,Walking
0.9574,0.622,0.9698,0.7729,Stationary
0.2033,0.8973,0.1185,0.2774,Micro_Vibration
0.9377,0.8783,0.4284,0.5065,Walking
0.0644,0.5428,0.6269,0.9099,Micro_Vibration
0.9905,0.3368,0.6154,0.8919,Walking
0.3461,0.75,0.9093,0.686,Walking
0.1465,0.3613,0.0707,0.0593,Tap_Pattern
0.5694,0.5776,0.6441,0.3978,Tap_Pattern
0.9429,0.9088,0.5475,0.0737,Tap_Pattern
0.7171,0.4775,0.0441,0.6955,Micro_Vibration
0.9961,0.501,0.6944,0.1253,Micro_Vibration
0.6622,0.5703,0.289,0.5811,Walking
0.8619,0.0205,0.3926,0.4585,Micro_Vibration
0.3342,0.008,0.1607,0.3479,Stationary
0.0729,0.2125,0.3795,0.2551,Tap_Pattern
0.1836,0.1058,0.5372,0.1838,Stationary
0.6277,0.6615,0.5727,0.7791,Micro_Vibration
0.7893,0.3077,0.856,0.0697,Stationary
0.5713,0.6432,0.8923,0.8389,Stationary
0.3562,0.0056,0.7643,0.541,Tap_Pattern
0.5104,0.243,0.1515,0.9029,Stationary
0.384,0.4441,0.7946,0.6163,Stationary
0.2816,0.6783,0.9577,0.9235,Tap_Pattern
0.3341,0.8765,0.5626,0.79,Tap_Pattern
0.3233,0.5656,0.1861,0.171,Tap_Pattern
0.3117,0.3952,0.2309,0.8432,Tap_Pattern
0.671,0.8823,0.7973,0.8847,Micro_Vibration
0.4576,0.3537,0.1865,0.2558,Tap_Pattern
0.8899,0.6949,0.1261,0.9073,Stationary
0.0908,0.3443,0.1621,0.7137,Stationary
0.1809,0.4314,0.9574,0.099,Micro_Vibration
0.0675,0.9069,0.5244,0.1245,Tap_Pattern
0.7228,0.6864,0.5655,0.4337,Stationary
0.5031,0.2114,0.3714,0.5502,Stationary
0.7303,0.8807,0.569,0.4638,Tap_Pattern
0.1675,0.6907,0.3817,0.5168,Stationary
0.7504,0.7731,0.9172,0.4788,Micro_Vibration
0.0672,0.9791,0.6087,0.1546,Tap_Pattern
0.8992,0.8037,0.2761,0.9614,Walking
0.8662,0.6574,0.9954,0.1381,Tap_Pattern
0.1625,0.054,0.5512,0.615,Micro_Vibration
0.6253,0.8387,0.2286,0.6625,Micro_Vibration
0.0592,0.0887,0.2787,0.9874,Micro_Vibration
0.7311,0.9246,0.8603,0.7478,Stationary
0.4215,0.9535,0.3599,0.6024,Micro_Vibration
0.7011,0.6731,0.7357,0.7348,Micro_Vibration
0.0361,0.2079,0.0507,0.9371,Micro_Vibration
0.219,0.1312,0.7169,0.498,Micro_Vibration
0.6955,0.1032,0.3729,0.194,Micro_Vibration
0.5033,0.4179,0.8863,0.4072,Tap_Pattern
0.197,0.6822,0.8249,0.3444,Micro_Vibration
0.9349,0.44,0.4596,0.3979,Stationary
0.6111,0.2242,0.7679,0.6838,Micro_Vibration
0.9907,0.0897,0.6826,0.813,Stationary
0.4697,0.3781,0.6081,0.8606,Micro_Vibration
0.582,0.9558,0.2182,0.9441,Stationary
0.2637,0.8421,0.7419,0.8212,Stationary
0.6201,0.3919,0.1508,0.0812,Micro_Vibration
0.9389,0.4198,0.014,0.0559,Tap_Pattern
0.5572,0.3686,0.8412,0.8414,Tap_Pattern
0.4605,0.7531,0.8909,0.3832,Tap_Pattern
0.9299,0.0841,0.5121,0.3937,Walking
0.0604,0.5812,0.7788,0.7832,Walking
0.656,0.441,0.4315,0.9797,Walking
0.6047,0.1886,0.2247,0.4168,Stationary
0.3023,0.6045,0.1673,0.1898,Micro_Vibration
0.3853,0.4338,0.834,0.0885,Micro_Vibration
0.2557,0.7858,0.6655,0.9196,Walking
0.9408,0.5548,0.3206,0.6735,Stationary
0.6792,0.8502,0.6362,0.955,Tap_Pattern
0.9491,0.5941,0.6872,0.0981,Tap_Pattern
0.1475,0.2401,0.3111,0.8207,Stationary
0.658,0.5709,0.3803,0.2206,Walking
0.805,0.8874,0.7202,0.9624,Walking
0.9472,0.9741,0.1867,0.3656,Stationary
0.3647,0.2359,0.2455,0.9492,Stationary
0.8089,0.2409,0.0787,0.8345,Tap_Pattern
0.4057,0.3739,0.7188,0.3698,Tap_Pattern
0.7784,0.3904,0.6898,0.6751,Tap_Pattern
0.3308,0.4535,0.5868,0.8949,Walking
0.7217,0.9427,0.9162,0.3355,Micro_Vibration
0.3605,0.2399,0.3707,0.4722,Walking
0.393,0.9312,0.5946,0.5028,Stationary
0.4309,0.9059,0.1265,0.1771,Walking
0.3699,0.5355,0.9083,0.5727,Walking
0.508,0.8148,0.1854,0.3991,Micro_Vibration
0.3231,0.94,0.5757,0.3971,Tap_Pattern
0.1817,0.8534,0.2395,0.4532,Walking
0.1367,0.3679,0.7174,0.9873,Walking
0.1816,0.1225,0.8136,0.0526,Walking
0.6507,0.5835,0.2478,0.8973,Tap_Pattern
0.8166,0.301,0.3167,0.3089,Stationary
0.4528,0.4126,0.6578,0.4579,Stationary
0.9611,0.6807,0.0181,0.5342,Stationary
0.4957,0.5308,0.3563,0.167,Stationary
0.0794,0.7299,0.4466,0.9162,Walking
0.3183,0.2091,0.8156,0.6579,Micro_Vibration
0.4329,0.9058,0.7975,0.2598,Tap_Pattern
0.0486,0.4972,0.6428,0.1636,Stationary
0.6915,0.4109,0.3414,0.742,Micro_Vibration
0.2226,0.4447,0.453,0.5773,Tap_Pattern
0.682,0.4067,0.195,0.0034,Walking
0.911,0.6457,0.0466,0.7632,Walking
0.8153,0.8137,0.9324,0.0629,Walking
0.3255,0.5191,0.9841,0.0364,Micro_Vibration
0.4838,0.6824,0.7295,0.0657,Micro_Vibration
0.3198,0.6626,0.9454,0.1199,Stationary
0.6042,0.2267,0.5737,0.7918,Micro_Vibration
0.7631,0.5291,0.6275,0.0868,Micro_Vibration
0.9084,0.1985,0.1981,0.6224,Walking
0.7092,0.5181,0.3908,0.9065,Stationary
0.6009,0.1865,0.7263,0.8559,Micro_Vibration
0.344,0.7191,0.9664,0.3522,Micro_Vibration
0.9095,0.1484,0.1508,0.6932,Tap_Pattern
0.2268,0.6159,0.8936,0.6034,Micro_Vibration
0.0014,0.3636,0.4737,0.6935,Micro_Vibration
0.7819,0.2255,0.2266,0.4268,Walking
0.972,0.4695,0.0916,0.049,Tap_Pattern
0.0456,0.1874,0.6071,0.7879,Stationary
0.7645,0.8069,0.8298,0.1999,Stationary
0.0987,0.4914,0.156,0.0998,Micro_Vibration
0.8929,0.5583,0.5602,0.9619,Stationary
0.9637,0.493,0.7938,0.6303,Walking
0.5341,0.2583,0.4025,0.2003,Tap_Pattern
0.7538,0.131,0.2098,0.9699,Micro_Vibration
0.9822,0.9825,0.1416,0.1614,Stationary
0.6347,0.7544,0.292,0.9971,Walking
0.5602,0.6704,0.7406,0.1543,Micro_Vibration
0.1786,0.9584,0.405,0.377,Walking
0.2111,0.6561,0.9002,0.2422,Tap_Pattern
0.8645,0.2446,0.8551,0.1147,Stationary
0.2716,0.6837,0.4918,0.1045,Micro_Vibration
0.0063,0.669,0.2291,0.5589,Walking
0.7722,0.6532,0.324,0.0136,Stationary
0.2198,0.3854,0.4013,0.0573,Walking
0.664,0.2292,0.8282,0.4735,Walking
0.3861,0.3138,0.2768,0.4761,Walking
0.3184,0.5687,0.7993,0.9368,Stationary
0.3683,0.4281,0.7204,0.072,Walking
0.3299,0.2716,0.5696,0.6705,Tap_Pattern
0.5924,0.2115,0.321,0.5471,Walking
0.8049,0.0602,0.8034,0.8112,Stationary
0.2536,0.4346,0.1583,0.0149,Tap_Pattern
0.0961,0.729,0.0898,0.3075,Micro_Vibration
0.5716,0.7519,0.43,0.9466,Tap_Pattern
0.4628,0.5665,0.4539,0.0363,Tap_Pattern
0.2156,0.165,0.4905,0.4839,Stationary
0.7979,0.9851,0.1854,0.4378,Tap_Pattern
0.675,0.0283,0.9591,0.6955,Tap_Pattern
0.6487,0.4204,0.2372,0.6374,Micro_Vibration
0.9407,0.6849,0.9001,0.6983,Walking
0.203,0.6026,0.63,0.3822,Walking
0.1884,0.9538,0.6721,0.7856,Walking
0.1817,0.1247,0.0457,0.1211,Stationary
0.352,0.0235,0.3491,0.8076,Walking
0.9932,0.563,0.4561,0.9217,Tap_Pattern
0.0069,0.0499,0.1403,0.9682,Tap_Pattern
0.3956,0.3092,0.6654,0.4353,Tap_Pattern
0.2977,0.4478,0.4501,0.3095,Stationary
0.4198,0.2013,0.8905,0.4266,Stationary
0.2569,0.3306,0.0231,0.2443,Walking
0.699,0.4703,0.0376,0.7391,Walking
0.565,0.6165,0.9629,0.4414,Stationary
0.8827,0.5654,0.3581,0.5693,Tap_Pattern
0.2227,0.2059,0.6947,0.5936,Stationary
0.1792,0.3498,0.1615,0.1611,Tap_Pattern
0.6744,0.4266,0.2348,0.0784,Walking
0.6141,0.9162,0.6208,0.5596,Walking
0.6117,0.3487,0.2817,0.6575,Micro_Vibration
0.2985,0.3304,0.2617,0.9011,Walking
0.7453,0.3074,0.2574,0.073,Walking
0.612,0.3955,0.928,0.5891,Micro_Vibration
0.8338,0.9447,0.2585,0.5783,Walking
0.2264,0.8809,0.8771,0.2638,Micro_Vibration
0.1461,0.0477,0.3282,0.4201,Tap_Pattern
0.7235,0.2185,0.5756,0.8176,Walking
0.0998,0.1577,0.9673,0.9977,Tap_Pattern
0.1291,0.6913,0.1151,0.4787,Stationary
0.4789,0.3014,0.8516,0.3477,Walking
0.6303,0.7844,0.3705,0.4726,Micro_Vibration
0.8591,0.1257,0.2444,0.0429,Walking
0.5667,0.8483,0.3815,0.0641,Micro_Vibration
0.5666,0.823,0.1414,0.7373,Walking
0.1066,0.7788,0.204,0.8638,Walking
0.8585,0.8643,0.5288,0.5949,Micro_Vibration
0.3308,0.3374,0.6775,0.4714,Stationary
0.5554,0.4302,0.8062,0.9227,Micro_Vibration
0.9444,0.2611,0.3605,0.2983,Walking
0.6958,0.3965,0.2213,0.0725,Walking
0.0481,0.2047,0.8902,0.1905,Tap_Pattern
0.1576,0.6707,0.1357,0.858,Micro_Vibration
0.31,0.2928,0.2651,0.2079,Stationary
0.0187,0.232,0.4508,0.5794,Tap_Pattern
0.7814,0.5403,0.028,0.5522,Walking
0.7108,0.8972,0.5691,0.2806,Stationary
0.153,0.8047,0.0897,0.6627,Tap_Pattern
0.4382,0.286,0.4658,0.1883,Stationary
0.3021,0.8415,0.0584,0.2284,Walking
0.9472,0.1634,0.8151,0.6095,Walking
0.4221,0.3383,0.4485,0.3368,Micro_Vibration
0.199,0.1335,0.994,0.6236,Micro_Vibration
0.0093,0.0162,0.3302,0.5736,Stationary
0.2155,0.8778,0.2297,0.2195,Walking
0.4083,0.441,0.7341,0.1229,Tap_Pattern
0.7833,0.3652,0.8158,0.4375,Tap_Pattern
0.142,0.4784,0.61,0.7509,Walking
0.2491,0.7484,0.1736,0.6418,Micro_Vibration
0.0561,0.9416,0.173,0.2308,Walking
0.8161,0.1706,0.029,0.2709,Micro_Vibration
0.0467,0.5402,0.4585,0.9465,Stationary
0.0909,0.7177,0.9576,0.6619,Micro_Vibration
0.2927,0.8811,0.0585,0.8143,Tap_Pattern
0.9163,0.2589,0.8831,0.4626,Stationary
0.8317,0.4763,0.6361,0.4952,Walking
0.4139,0.6223,0.8324,0.9357,Micro_Vibration
0.9257,0.05,0.3598,0.5416,Tap_Pattern
0.1541,0.6776,0.6289,0.3395,Stationary
0.1799,0.3167,0.0401,0.9558,Walking
0.3853,0.7582,0.2817,0.2547,Micro_Vibration
0.9472,0.4855,0.6272,0.4514,Stationary
0.7944,0.0997,0.0845,0.9793,Stationary
0.5309,0.966,0.042,0.6969,Tap_Pattern
0.8073,0.7427,0.05,0.9163,Stationary
0.4544,0.0495,0.8244,0.2913,Stationary
0.7979,0.9325,0.5983,0.3525,Walking
0.6944,0.1782,0.3183,0.8857,Stationary
0.494,0.1727,0.1421,0.4922,Tap_Pattern
0.7484,0.2498,0.5576,0.1818,Stationary
0.3607,0.2893,0.1443,0.3757,Tap_Pattern
0.6791,0.6851,0.2607,0.8791,Tap_Pattern
0.85,0.1924,0.1953,0.7359,Micro_Vibration
0.2024,0.2899,0.302,0.8772,Stationary
0.3047,0.8406,0.4991,0.5992,Walking
0.0117,0.4646,0.8044,0.0103,Walking
0.6138,0.3775,0.5075,0.3494,Walking
0.1895,0.6819,0.4968,0.6239,Micro_Vibration
0.3973,0.6347,0.2092,0.9476,Walking
0.4141,0.268,0.4524,0.498,Walking
0.7948,0.16,0.3587,0.1536,Tap_Pattern
0.0806,0.3994,0.5427,0.1418,Micro_Vibration
0.0278,0.3689,0.7251,0.1577,Walking
0.117,0.3226,0.8647,0.9289,Tap_Pattern
0.2184,0.1516,0.3177,0.7575,Tap_Pattern
0.2326,0.2444,0.6684,0.8124,Tap_Pattern
0.1724,0.6224,0.2967,0.7639,Micro_Vibration
0.0427,0.377,0.3352,0.2592,Stationary
0.6463,0.5512,0.0971,0.2048,Stationary
0.223,0.5383,0.8513,0.0436,Micro_Vibration
0.7044,0.157,0.8189,0.0837,Micro_Vibration
0.0944,0.8288,0.7821,0.3721,Walking
0.5114,0.9117,0.1127,0.3725,Micro_Vibration
0.8697,0.5434,0.5358,0.9914,Walking
0.8936,0.104,0.5828,0.5308,Walking
0.5563,0.0585,0.3093,0.3056,Micro_Vibration
0.8372,0.6737,0.0426,0.3883,Tap_Pattern
0.4422,0.5244,0.2446,0.3137,Walking
0.7759,0.9598,0.6378,0.2818,Tap_Pattern
0.7489,0.7751,0.1188,0.4353,Micro_Vibration
0.2177,0.6585,0.1118,0.1409,Tap_Pattern
0.8087,0.179,0.1933,0.0171,Stationary
0.0455,0.1631,0.2529,0.217,Stationary
0.2814,0.4856,0.5111,0.88,Stationary
0.09,0.8627,0.4465,0.8254,Tap_Pattern
0.5881,0.5941,0.613,0.5754,Stationary
0.6517,0.5137,0.1992,0.7354,Stationary
0.057,0.8752,0.4222,0.0209,Micro_Vibration
0.7062,0.0624,0.3478,0.1967,Micro_Vibration
0.5392,0.1934,0.396,0.873,Stationary
0.3218,0.0464,0.8096,0.2702,Micro_Vibration
0.5498,0.0019,0.3553,0.6891,Tap_Pattern
0.8425,0.6159,0.66,0.5646,Stationary
0.0596,0.3981,0.6975,0.164,Tap_Pattern
0.7563,0.9336,0.8578,0.1773,Micro_Vibration
0.882,0.5016,0.893,0.6732,Micro_Vibration
0.2145,0.4837,0.9001,0.0833,Walking
0.635,0.8833,0.9635,0.9131,Tap_Pattern
0.177,0.4549,0.2478,0.5521,Stationary
0.0008,0.0744,0.1551,0.5058,Micro_Vibration
0.2011,0.2256,0.6088,0.0991,Micro_Vibration
0.3493,0.1868,0.7372,0.7283,Stationary
0.5284,0.3254,0.9379,0.7363,Stationary
0.4061,0.8957,0.493,0.095,Stationary
0.4225,0.6291,0.3702,0.582,Stationary
0.6348,0.9343,0.5226,0.8563,Walking
0.2474,0.0751,0.1274,0.6067,Tap_Pattern
0.1168,0.9182,0.6948,0.3523,Tap_Pattern
0.5796,0.5332,0.2469,0.6928,Walking
0.6607,0.1782,0.6756,0.9907,Micro_Vibration
0.7015,0.3769,0.6959,0.822,Tap_Pattern
0.7637,0.6116,0.3539,0.8294,Micro_Vibration
0.3237,0.2041,0.6167,0.5932,Micro_Vibration
0.3434,0.2235,0.2728,0.4352,Stationary
0.764,0.7382,0.8866,0.5793,Stationary
0.4451,0.6274,0.1427,0.6173,Tap_Pattern
0.5903,0.997,0.0629,0.4379,Tap_Pattern
0.4844,0.5624,0.5532,0.5953,Walking
0.686,0.498,0.5591,0.6856,Walking
0.4056,0.0753,0.5091,0.8027,Walking
0.1125,0.462,0.289,0.4583,Walking
0.2063,0.7331,0.5364,0.5332,Tap_Pattern
0.293,0.5843,0.028,0.29,Stationary
0.7923,0.1667,0.64,0.8062,Stationary
0.3267,0.1709,0.8357,0.9866,Micro_Vibration
0.3985,0.9612,0.0391,0.4002,Stationary
0.0181,0.5444,0.2706,0.8336,Walking
0.5201,0.7702,0.0005,0.8773,Micro_Vibration
0.8749,0.8045,0.3299,0.3051,Micro_Vibration
0.6189,0.7369,0.2619,0.8546,Stationary
0.5533,0.416,0.8655,0.0146,Tap_Pattern
0.7883,0.9152,0.0472,0.2129,Walking
0.7202,0.7598,0.4033,0.5922,Walking
0.645,0.0173,0.9682,0.3574,Walking
0.0971,0.2611,0.5653,0.8255,Walking
0.432,0.5695,0.5027,0.4799,Stationary
0.6536,0.5308,0.162,0.8782,Stationary
0.0312,0.631,0.204,0.3724,Stationary
0.0476,0.2714,0.2956,0.9497,Walking
0.1315,0.5953,0.0433,0.4839,Walking
0.9547,0.5586,0.9291,0.8185,Walking
0.1648,0.94,0.3778,0.7874,Micro_Vibration
0.1168,0.9102,0.6113,0.4362,Tap_Pattern
0.1369,0.9324,0.7681,0.1842,Micro_Vibration
0.1249,0.0079,0.2359,0.9319,Walking
0.4396,0.0294,0.4989,0.4804,Tap_Pattern
0.3036,0.2886,0.7855,0.3724,Micro_Vibration
0.6008,0.3263,0.0964,0.8241,Micro_Vibration
0.5344,0.3125,0.4891,0.0818,Micro_Vibration
0.2875,0.7287,0.2182,0.1662,Stationary
0.0033,0.2491,0.1277,0.1848,Stationary
0.9305,0.068,0.7171,0.4723,Micro_Vibration
0.6333,0.4633,0.1571,0.7724,Micro_Vibration
0.6175,0.5557,0.7124,0.3212,Walking
0.171,0.5845,0.3053,0.6813,Walking
0.1399,0.8592,0.1014,0.1157,Walking
0.4893,0.6149,0.4486,0.0547,Stationary
0.5291,0.6367,0.3633,0.5993,Walking
0.4482,0.3073,0.4716,0.7647,Micro_Vibration
0.3566,0.1411,0.4384,0.5289,Walking
0.1121,0.7895,0.4612,0.3564,Walking
0.7023,0.98,0.4595,0.26,Micro_Vibration
0.0366,0.2314,0.5105,0.0303,Micro_Vibration
0.1248,0.2178,0.0831,0.7875,Micro_Vibration
0.2396,0.6443,0.9184,0.9804,Tap_Pattern
0.9363,0.513,0.506,0.8896,Stationary
0.3526,0.1741,0.5433,0.1963,Walking
0.8272,0.4348,0.316,0.0626,Micro_Vibration
0.1222,0.6915,0.4086,0.8317,Micro_Vibration
0.9266,0.7289,0.4826,0.8058,Stationary
0.1015,0.5645,0.1074,0.4249,Tap_Pattern
0.188,0.2792,0.3815,0.0876,Tap_Pattern
0.4427,0.3789,0.1626,0.8091,Stationary
0.9869,0.2245,0.8136,0.1366,Walking
0.8887,0.6291,0.43,0.9717,Walking
0.0527,0.5875,0.5858,0.029,Stationary
0.1122,0.5323,0.5541,0.4797,Stationary
0.5313,0.234,0.9311,0.7089,Micro_Vibration
0.0952,0.085,0.5945,0.6636,Walking
0.9046,0.1702,0.2948,0.2769,Walking
0.6193,0.9392,0.8394,0.6151,Tap_Pattern
0.5828,0.438,0.561,0.8768,Tap_Pattern
0.3286,0.71,0.3485,0.5199,Stationary
0.8426,0.0513,0.1435,0.4411,Tap_Pattern
0.7311,0.6092,0.8972,0.8457,Stationary
0.82,0.2992,0.5404,0.6393,Tap_Pattern
0.8987,0.4621,0.9262,0.7506,Walking
0.9159,0.2627,0.3287,0.0989,Walking
0.7948,0.2061,0.4963,0.8738,Tap_Pattern
0.982,0.1048,0.1822,0.2176,Stationary
0.2099,0.5028,0.752,0.8489,Stationary
0.7754,0.5781,0.6098,0.9858,Stationary
0.2751,0.9164,0.5764,0.8875,Stationary
0.7379,0.6172,0.9169,0.9661,Micro_Vibration
0.8334,0.4453,0.5771,0.3704,Micro_Vibration
0.5603,0.4252,0.423,0.2077,Walking
0.0894,0.8291,0.3131,0.5046,Stationary
0.7545,0.4647,0.749,0.7688,Walking
0.1952,0.6733,0.02,0.7444,Stationary
0.5757,0.7873,0.0798,0.2486,Micro_Vibration
0.8528,0.9848,0.3074,0.6463,Walking
0.3496,0.2433,0.4266,0.574,Walking
0.8264,0.7976,0.8556,0.7172,Stationary
0.2834,0.061,0.1356,0.2122,Tap_Pattern
0.2066,0.0697,0.3433,0.6972,Tap_Pattern
0.2056,0.7575,0.1399,0.4399,Micro_Vibration
0.6902,0.5097,0.5996,0.5683,Micro_Vibration
0.3532,0.7985,0.0604,0.0071,Walking
0.5446,0.9754,0.9766,0.8416,Tap_Pattern
0.0903,0.6329,0.2919,0.6657,Stationary
0.6507,0.8608,0.8204,0.2394,Tap_Pattern
0.5681,0.3571,0.7899,0.1157,Tap_Pattern
0.2902,0.3929,0.6788,0.0426,Micro_Vibration
0.8383,0.911,0.4715,0.1817,Stationary
0.8553,0.5447,0.4218,0.7657,Tap_Pattern
0.4099,0.3431,0.2494,0.1771,Stationary
0.3777,0.2549,0.0687,0.7048,Tap_Pattern
0.0765,0.8933,0.6235,0.6966,Walking
0.6346,0.2047,0.5354,0.8181,Walking
0.4096,0.2656,0.9753,0.9633,Stationary
0.1889,0.5602,0.0012,0.4904,Micro_Vibration
0.0083,0.1427,0.4197,0.4222,Stationary
0.2633,0.2592,0.2706,0.1161,Micro_Vibration
0.592,0.7942,0.9266,0.5753,Stationary
0.4184,0.4021,0.6952,0.8606,Stationary
0.5697,0.1731,0.5366,0.8582,Tap_Pattern
0.7653,0.8712,0.7544,0.3506,Micro_Vibration
0.8312,0.7669,0.5376,0.8928,Micro_Vibration
0.8459,0.1233,0.2659,0.1965,Tap_Pattern
0.806,0.9599,0.9851,0.7888,Tap_Pattern
0.8391,0.8208,0.7757,0.7657,Stationary
0.2031,0.9471,0.5906,0.76,Stationary
0.5073,0.2055,0.4699,0.6519,Walking
0.9618,0.2224,0.234,0.4047,Tap_Pattern
0.4495,0.8294,0.0943,0.7175,Stationary
0.6227,0.1127,0.9515,0.193,Tap_Pattern
0.9693,0.1863,0.1277,0.1332,Walking
0.7875,0.9699,0.9238,0.0678,Micro_Vibration
0.8624,0.2326,0.085,0.0349,Walking
0.4502,0.134,0.2685,0.2795,Stationary
0.0566,0.6901,0.6895,0.8389,Walking
0.0997,0.2151,0.2707,0.9978,Micro_Vibration
0.8402,0.6432,0.0595,0.4827,Walking
0.0988,0.6343,0.1444,0.7507,Tap_Pattern
0.0282,0.7302,0.558,0.151,Tap_Pattern
0.983,0.8656,0.5743,0.2047,Micro_Vibration
0.3732,0.9919,0.842,0.7935,Micro_Vibration
0.2896,0.265,0.8901,0.6457,Micro_Vibration
0.1724,0.0997,0.5336,0.6219,Stationary
0.1924,0.3826,0.4316,0.6875,Micro_Vibration
0.0503,0.012,0.5462,0.4487,Micro_Vibration
0.0561,0.93,0.779,0.0318,Walking
0.7794,0.2364,0.8933,0.4141,Micro_Vibration
0.0701,0.3604,0.4093,0.5437,Stationary
0.01,0.4648,0.6049,0.03,Stationary
0.4949,0.1366,0.9553,0.5631,Stationary
0.026,0.4614,0.6153,0.0895,Stationary
0.6543,0.1717,0.0935,0.2042,Tap_Pattern
0.5664,0.7432,0.4726,0.0756,Tap_Pattern
0.4956,0.1856,0.025,0.8236,Walking
0.8701,0.7099,0.2793,0.4075,Stationary
0.9988,0.111,0.1672,0.8077,Stationary
0.474,0.0063,0.2568,0.2449,Stationary
0.9833,0.1447,0.2256,0.3015,Micro_Vibration
0.1837,0.1442,0.6479,0.0154,Walking
0.1811,0.9114,0.2699,0.0823,Stationary
0.5833,0.3051,0.8233,0.7978,Tap_Pattern
0.8833,0.3758,0.0226,0.6744,Tap_Pattern
0.6416,0.3531,0.0944,0.9229,Tap_Pattern
0.409,0.6515,0.6027,0.3001,Stationary
0.9705,0.6771,0.2703,0.3449,Walking
0.5843,0.3508,0.3823,0.1314,Stationary
0.575,0.1104,0.9551,0.537,Stationary
0.1707,0.4299,0.8808,0.9934,Walking
0.7325,0.8023,0.8849,0.2553,Tap_Pattern
0.7912,0.9083,0.5137,0.4213,Micro_Vibration
0.4636,0.9991,0.9079,0.5002,Walking
0.312,0.2588,0.5112,0.2307,Stationary
0.9767,0.1095,0.0325,0.2916,Micro_Vibration
0.0858,0.3008,0.0504,0.5713,Micro_Vibration
0.393,0.9619,0.6253,0.8336,Walking
0.9796,0.2786,0.269,0.437,Tap_Pattern
0.9445,0.0391,0.1577,0.224,Tap_Pattern
0.3186,0.4317,0.148,0.8557,Micro_Vibration
0.0659,0.1665,0.7435,0.4917,Micro_Vibration
0.8662,0.3593,0.3289,0.8786,Micro_Vibration
0.002,0.0206,0.5485,0.3769,Walking
0.7438,0.9941,0.4534,0.5937,Stationary
0.0034,0.5211,0.7681,0.5681,Stationary
